Nummer;Datum;Ort;Name_voll;GND;Wiki;Absender/Empfänger;Journalnummer;Aufbewahrungsort_Kürzel;Aufbewahrungsort;Aufbewahrungsinstitution;Zusatz;Druck;Jahr;Kommentar;VON/AN
100;26.06.;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
101;04.07.;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
102;06.07.;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
103;09.07.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
104;13.07.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
105;16.07.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
106;20.07.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
107;21.07.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
108;23.07.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
109;26.07.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
110;30.07.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
111;31.07.;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
112;03.08.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;Fragment;;1808;;VON
113;04.08.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;1/;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
114;10.08.;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;2/;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
115;13.08.;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;3/;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
116;20.08.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;5/;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
117;24.08.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;6/;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
118;25.08.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;77;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
119;27.08.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;8/;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
120;27.08.!;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
121;29.08.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;9/;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
122;03.09.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;10/;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
123;07.09.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;11/;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
124;10.09.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;12/;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
125;14.09.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;13/;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
126;17.09.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;14/;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
127;17.09.!;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;15/;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
128;18.09.;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;16/;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
129;20.09.;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;17. Jul;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
130;24.09.;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;18/;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
131;28.09.;Hendorf;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
132;12.10.;Hendorf;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
133;14.10.;Süssen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;VON
145;23.06.;Karlsruhe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1811;;VON
146;23.06.!;Karlsruhe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1811;;VON
147;26.06.;Karlsruhe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1811;;VON
148;27.06.;Karlsruhe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1811;;VON
149;29.06.;Karlsruhe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1811;;VON
155;04.08.;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1812;;VON
156;10.08.;Heiligenberg;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1812;;VON
157;12.08.;Heiligenberg;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1812;;VON
159;14.11.;Eppishausen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1812;;VON
160;23.02.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;169;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1813;;VON
162;24.02.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;196;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1813;;VON
164;26.02.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;217;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1813;;VON
165;27.02.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1813;;VON
166;28.02.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;227;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1813;;VON
167;02.03.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;234;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1813;;VON
168;03.03.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;236;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1813;;VON
169;05.03.;Heiligenberg;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1813;;VON
170;11.03.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;254;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1813;;VON
171;16.03.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;264;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1813;;VON
172;18.03.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;276;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1813;;VON
173;21.03.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;280;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1813;;VON
174;25.3.;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;296;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1813;;VON
175;29.03.;Bachzimmern;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;309;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1813;;VON
176;02.04.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1813;;VON
177;05.04.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;317;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1813;;VON
187;31.05.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1814;;VON
190;30.06.;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;141;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1814;;VON
202;30.03.;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;230;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1816;;VON
204;11.04.;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1816;;VON
205;22.04.;Frankfurt_Main;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1816;;VON
207;12.06.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1816;;VON
208;27.08.;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1816;;VON
211;25.01.;Heiligenberg;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;63;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
212;01.02.;Heiligenberg;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;92;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
213;01.02.;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;95;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
214;05.02.;Heiligenberg;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;101;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
215;05.02.!;Heiligenberg;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;106;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
216;08.02.;Heiligenberg;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;109;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
217;11.02.;Heiligenberg;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;120;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
218;12.02.;Heiligenberg;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;126;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
221;03.06.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;385;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
222;06.06.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
223;09.06.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
224;11.06.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
225;13.06.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
226;13.06.!;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
227;15.06.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
228;17.06.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
230;19.06.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
231;19.06.!;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
232;20.06.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;713;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
233;20.06.!;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
235;24.06.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
236;26.06.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
237;28.06.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
238;01.07.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
240;07.07.;Donaueschingen;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
241;10.07.;Freiburg;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1817;;VON
242;11.07.;Basel;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;Entwurf;;1817;;VON
243;13.07.;Wolfach;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;31,45-49/t;1817;;VON
255;05.12.;Zürich;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;110;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;2,7.9.1956;1817;;VON
256;08.12.;Aegeri_ZG;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;2,7.9.1956;1817;;VON
257;09.12.;Zug;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;113;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;2,12.9.1956;1817;;VON
258;10.12.;Zug;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;115;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;2,12.9.1956;1817;;VON
259;14.12.;Bern;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;119;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;2,12.9.1956;1817;;VON
1530;??;;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;Weitere Angaben in Harris;VON
1531;??;;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;;Weitere Angaben in Harris;VON
1607;20.12.;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;Entwurf;4,132;1805;;AN
1617;24.10.;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;1;;1807;;AN
1618;29.10.;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;2;;1807;;AN
1619;02.12.;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;7;;1807;;AN
1620;21.01.;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1808;;AN
1621;22.01.;ohne_Ortsangabe;Elisabeth zu Fürstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Fbg Elisabeth;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;9;;1808;;AN
