Nummer;Datum;Ort;Name_voll;GND;Wiki;Journalnummer;Aufbewahrungsort;Aufbewahrungsinstitution;Jahr;VON/AN;person_id;name_gnd;gender_gnd;birth_gnd;occupations_gnd;publications_gnd;degrees_gnd;coordinates_wiki_x;text;url;coordinates_wiki_y;place_id
798;18.10.;Eppishausen;Jacob Grimm;118542257;https://de.wikipedia.org/wiki/Jacob_Grimm;285;Berlin;Staatsbibliothek Preussischer Kulturbesitz;1831;VON;lassberg-correspondent-0170;Grimm, Jacob;male;1785;Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer;6;Prof.;48.16666667,10.51666667;Albert Leitzmann, Briefe des Freiherrn Joseph von LaÃŸberg an Jakob Grimm. In: Sitzungsberichte der PreuÃŸischen Akademie der Wissenschaften. Berlin 1931, S. 1026-1105, S. 1082;-;48.16666667,10.51666667;lassberg-place-0043
800;02.11.;Eppishausen;Jacob Grimm;118542257;https://de.wikipedia.org/wiki/Jacob_Grimm;295;Karlsruhe;Badische Landesbibliothek;1831;VON;lassberg-correspondent-0170;Grimm, Jacob;male;1785;Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer;6;Prof.;48.16666667,10.51666667;Karl Schulte Kemminghausen. Nachtrag zum Briefwechsel zwischen Jakob Grimm und Joseph von LaÃŸberg. In: Sitzungsberichte der PreuÃŸischen Akademie der Wissenschaften. Berlin 1933, S. 754-87, S. 762;-;48.16666667,10.51666667;lassberg-place-0043
897;28.03.;Eppishausen;Jacob Grimm;118542257;https://de.wikipedia.org/wiki/Jacob_Grimm;79;Berlin;Staatsbibliothek Preussischer Kulturbesitz;1836;VON;lassberg-correspondent-0170;Grimm, Jacob;male;1785;Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer;6;Prof.;48.16666667,10.51666667;Albert Leitzmann, Briefe des Freiherrn Joseph von LaÃŸberg an Jakob Grimm. In: Sitzungsberichte der PreuÃŸischen Akademie der Wissenschaften. Berlin 1931, S. 1026-1105, S. 1083;-;48.16666667,10.51666667;lassberg-place-0043
906;03.07.;Eppishausen;Jacob Grimm;118542257;https://de.wikipedia.org/wiki/Jacob_Grimm;122;Berlin;Staatsbibliothek Preussischer Kulturbesitz;1836;VON;lassberg-correspondent-0170;Grimm, Jacob;male;1785;Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer;6;Prof.;48.16666667,10.51666667;Albert Leitzmann, Briefe des Freiherrn Joseph von LaÃŸberg an Jakob Grimm. In: Sitzungsberichte der PreuÃŸischen Akademie der Wissenschaften. Berlin 1931, S. 1026-1105, S. 1085;-;48.16666667,10.51666667;lassberg-place-0043
923;22.12.;Eppishausen;Jacob Grimm;118542257;https://de.wikipedia.org/wiki/Jacob_Grimm;193;Berlin;Staatsbibliothek Preussischer Kulturbesitz;1836;VON;lassberg-correspondent-0170;Grimm, Jacob;male;1785;Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer;6;Prof.;48.16666667,10.51666667;Albert Leitzmann, Briefe des Freiherrn Joseph von LaÃŸberg an Jakob Grimm. In: Sitzungsberichte der PreuÃŸischen Akademie der Wissenschaften. Berlin 1931, S. 1026-1105, S. 1086;-;48.16666667,10.51666667;lassberg-place-0043
945;04.11.;Eppishausen;Jacob Grimm;118542257;https://de.wikipedia.org/wiki/Jacob_Grimm;182;Karlsruhe;Badische Landesbibliothek;1837;VON;lassberg-correspondent-0170;Grimm, Jacob;male;1785;Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer;6;Prof.;48.16666667,10.51666667;Volker Schupp, FÃ¼nf Briefe des Freiherrn Joseph von LaÃŸberg an Jacob und Wilhelm Grimm. In: Euphorion 72 (1978), S. 277-301, S. 288-91;-;48.16666667,10.51666667;lassberg-place-0043
949;15.11.;Eppishausen;Jacob Grimm;118542257;https://de.wikipedia.org/wiki/Jacob_Grimm;190;Karlsruhe;Badische Landesbibliothek;1837;VON;lassberg-correspondent-0170;Grimm, Jacob;male;1785;Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer;6;Prof.;48.16666667,10.51666667;Karl Schulte Kemminghausen. Nachtrag zum Briefwechsel zwischen Jakob Grimm und Joseph von LaÃŸberg. In: Sitzungsberichte der PreuÃŸischen Akademie der Wissenschaften. Berlin 1933, S. 754-87, S. 764;-;48.16666667,10.51666667;lassberg-place-0043
951;27.11.;Eppishausen;Jacob Grimm;118542257;https://de.wikipedia.org/wiki/Jacob_Grimm;197;Karlsruhe;Badische Landesbibliothek;1837;VON;lassberg-correspondent-0170;Grimm, Jacob;male;1785;Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer;6;Prof.;48.16666667,10.51666667;Karl Schulte Kemminghausen. Nachtrag zum Briefwechsel zwischen Jakob Grimm und Joseph von LaÃŸberg. In: Sitzungsberichte der PreuÃŸischen Akademie der Wissenschaften. Berlin 1933, S. 754-87, S. 766;-;48.16666667,10.51666667;lassberg-place-0043
954;12.12.;Eppishausen;Jacob Grimm;118542257;https://de.wikipedia.org/wiki/Jacob_Grimm;221;Karlsruhe;Badische Landesbibliothek;1837;VON;lassberg-correspondent-0170;Grimm, Jacob;male;1785;Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer;6;Prof.;48.16666667,10.51666667;Volker Schupp, FÃ¼nf Briefe des Freiherrn Joseph von LaÃŸberg an Jacob und Wilhelm Grimm. In: Euphorion 72 (1978), S. 277-301, S. 291f;-;48.16666667,10.51666667;lassberg-place-0043
957;09.01.;Eppishausen;Jacob Grimm;118542257;https://de.wikipedia.org/wiki/Jacob_Grimm;7;;;1838;VON;lassberg-correspondent-0170;Grimm, Jacob;male;1785;Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer;6;Prof.;48.16666667,10.51666667;Albert Leitzmann, Briefe des Freiherrn Joseph von LaÃŸberg an Jakob Grimm. In: Sitzungsberichte der PreuÃŸischen Akademie der Wissenschaften. Berlin 1931, S. 1026-1105, S. 1087;-;48.16666667,10.51666667;lassberg-place-0043
972;27.02.;Eppishausen;Jacob Grimm;118542257;https://de.wikipedia.org/wiki/Jacob_Grimm;65;Karlsruhe;Badische Landesbibliothek;1838;VON;lassberg-correspondent-0170;Grimm, Jacob;male;1785;Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer;6;Prof.;48.16666667,10.51666667;Karl Schulte Kemminghausen. Nachtrag zum Briefwechsel zwischen Jakob Grimm und Joseph von LaÃŸberg. In: Sitzungsberichte der PreuÃŸischen Akademie der Wissenschaften. Berlin 1933, S. 754-87, S. 767-70;-;48.16666667,10.51666667;lassberg-place-0043
991;27.05.;Eppishausen;Jacob Grimm;118542257;https://de.wikipedia.org/wiki/Jacob_Grimm;134;Karlsruhe;Badische Landesbibliothek;1838;VON;lassberg-correspondent-0170;Grimm, Jacob;male;1785;Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer;6;Prof.;48.16666667,10.51666667;Volker Schupp, FÃ¼nf Briefe des Freiherrn Joseph von LaÃŸberg an Jacob und Wilhelm Grimm. In: Euphorion 72 (1978), S. 277-301, S. 297-300;-;48.16666667,10.51666667;lassberg-place-0043
1006;29.07.;Eppishausen;Jacob Grimm;118542257;https://de.wikipedia.org/wiki/Jacob_Grimm;199;Berlin;Staatsbibliothek Preussischer Kulturbesitz;1838;VON;lassberg-correspondent-0170;Grimm, Jacob;male;1785;Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer;6;Prof.;48.16666667,10.51666667;Albert Leitzmann, Briefe des Freiherrn Joseph von LaÃŸberg an Jakob Grimm. In: Sitzungsberichte der PreuÃŸischen Akademie der Wissenschaften. Berlin 1931, S. 1026-1105, S. 1088;-;48.16666667,10.51666667;lassberg-place-0043
261;03.01.;Eppishausen;Jakob Hauger;-;-;5;Luzern;Staatsarchiv;1818;VON;lassberg-correspondent-0172;-;-;-;-;-;-;48.16666667,10.51666667;;;48.16666667,10.51666667;lassberg-place-0043
265;07.02.;Eppishausen;Jakob Hauger;-;-;65;Luzern;Staatsarchiv;1818;VON;lassberg-correspondent-0172;-;-;-;-;-;-;48.16666667,10.51666667;;;48.16666667,10.51666667;lassberg-place-0043
2540;10.08.;Eppishausen;Jenny von Droste zu HÃ¼lshoff;118527541;https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff;;Stapel bei Havixbeck;Archiv des Freiherrn Raitz von Frentz-Droste zu HÃ¼lshoff;1836;AN;lassberg-correspondent-0176;LaÃŸberg, Jenny von;female;1795;-;-;-;48.16666667,10.51666667;;;48.16666667,10.51666667;lassberg-place-0043
2541;12.08.;Eppishausen;Jenny von Droste zu HÃ¼lshoff;118527541;https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff;;Stapel bei Havixbeck;Archiv des Freiherrn Raitz von Frentz-Droste zu HÃ¼lshoff;1836;AN;lassberg-correspondent-0176;LaÃŸberg, Jenny von;female;1795;-;-;-;48.16666667,10.51666667;;;48.16666667,10.51666667;lassberg-place-0043
2542;19.08.;Eppishausen;Jenny von Droste zu HÃ¼lshoff;118527541;https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff;;Stapel bei Havixbeck;Archiv des Freiherrn Raitz von Frentz-Droste zu HÃ¼lshoff;1836;AN;lassberg-correspondent-0176;LaÃŸberg, Jenny von;female;1795;-;-;-;48.16666667,10.51666667;;;48.16666667,10.51666667;lassberg-place-0043
2543;23.08.;Eppishausen;Jenny von Droste zu HÃ¼lshoff;118527541;https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff;;Stapel bei Havixbeck;Archiv des Freiherrn Raitz von Frentz-Droste zu HÃ¼lshoff;1836;AN;lassberg-correspondent-0176;LaÃŸberg, Jenny von;female;1795;-;-;-;48.16666667,10.51666667;;;48.16666667,10.51666667;lassberg-place-0043
2544;26.08.;Eppishausen;Jenny von Droste zu HÃ¼lshoff;118527541;https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff;;Stapel bei Havixbeck;Archiv des Freiherrn Raitz von Frentz-Droste zu HÃ¼lshoff;1836;AN;lassberg-correspondent-0176;LaÃŸberg, Jenny von;female;1795;-;-;-;48.16666667,10.51666667;;;48.16666667,10.51666667;lassberg-place-0043
2631;05.07.;Eppishausen;Jenny von Droste zu HÃ¼lshoff;118527541;https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff;;Stapel bei Havixbeck;Archiv des Freiherrn Raitz von Frentz-Droste zu HÃ¼lshoff;1838;AN;lassberg-correspondent-0176;LaÃŸberg, Jenny von;female;1795;-;-;-;48.16666667,10.51666667;;;48.16666667,10.51666667;lassberg-place-0043
645;30.04.;Eppishausen;Jodocus StÃ¼lz;117356662;https://www.deutsche-biographie.de/pnd117356662.html;94;St.Florian;Stiftsarchiv;1829;VON;lassberg-correspondent-0178;StÃ¼lz, Jodocus;male;1799;Theologe,PrÃ¤lat,Historiker,Archivar;3;-;48.16666667,10.51666667;;;48.16666667,10.51666667;lassberg-place-0043
663;21.07.;Eppishausen;Jodocus StÃ¼lz;117356662;https://www.deutsche-biographie.de/pnd117356662.html;179;St.Florian;Stiftsarchiv;1829;VON;lassberg-correspondent-0178;StÃ¼lz, Jodocus;male;1799;Theologe,PrÃ¤lat,Historiker,Archivar;3;-;48.16666667,10.51666667;;;48.16666667,10.51666667;lassberg-place-0043
499;11.03.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;71;Winterthur;Stadtbibliothek;1825;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 231;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
523;04.11.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;;Winterthur;Stadtbibliothek;1825;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 232;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
566;12.12.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;322;Winterthur;Stadtbibliothek;1826;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 234;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
570;03.02.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;28;Winterthur;Stadtbibliothek;1827;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 235;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
574;04.03.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;44;Winterthur;Stadtbibliothek;1827;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 236-39;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
578;02.04.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;66;Winterthur;Stadtbibliothek;1827;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 239;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
579;03.05.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;90;Winterthur;Stadtbibliothek;1827;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 241;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
597;22.02.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;28;Winterthur;Stadtbibliothek;1828;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 242;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
611;30.09.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;190;Winterthur;Stadtbibliothek;1828;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 243;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
616;22.11.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;?;;;1828;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 244;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
622;22.12.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;237;Winterthur;Stadtbibliothek;1828;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 244;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
639;14.04.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;74;Winterthur;Stadtbibliothek;1829;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 246;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
654;14.06.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;138;Winterthur;Stadtbibliothek;1829;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 247;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
677;24.11.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;244;Winterthur;Stadtbibliothek;1829;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 249;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
695;26.01.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;35;Winterthur;Stadtbibliothek;1830;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 250;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
701;05.02.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;54;Winterthur;Stadtbibliothek;1830;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 251;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
702;10.02.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;56;Winterthur;Stadtbibliothek;1830;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 253;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
704;16.02.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;63;Winterthur;Stadtbibliothek;1830;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 255;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
715;07.04.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;120;Winterthur;Stadtbibliothek;1830;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 256;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
723;04.06.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;187;Winterthur;Stadtbibliothek;1830;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 257;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
727;22.06.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;;Winterthur;Stadtbibliothek;1830;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 258;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
736;31.07.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;243;Winterthur;Stadtbibliothek;1830;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 261;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
751;29.11.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;321;Winterthur;Stadtbibliothek;1830;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 264-67;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
761;15.02.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;52;Winterthur;Stadtbibliothek;1831;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 267;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
764;01.03.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;71;Winterthur;Stadtbibliothek;1831;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 268;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
767;15.03.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;90;Winterthur;Stadtbibliothek;1831;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 269;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
787;23.08.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;236;Winterthur;Stadtbibliothek;1831;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 270;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
809;17.02.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;47;Winterthur;Stadtbibliothek;1832;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 270;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
819;31.03.;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;;Winterthur;Stadtbibliothek;1832;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 272;https://books.google.de/books?id=dXkKAAAAIAAJ;48.16666667,10.51666667;lassberg-place-0043
