ID;Nummer_Harris;Ort;Name;GND;Wiki;Journalnummer;Aufbewahrungsort;Aufbewahrungsinstitution;Jahr;VON/AN;person_id;name_gnd;gender_gnd;birth_gnd;occupations_gnd;publications_gnd;degrees_gnd;coordinates_wiki;text;url;place_id;Datum;letter_text;status_letter_text;summary_en;persons_mentioned;topics_mentioned;normalized_text
lassberg-letter-1102;2128;Stuttgart;Gustav Schwab;118762745;https://de.wikipedia.org/wiki/Gustav_Schwab;;Marbach am Neckar;Schiller Nationalmuseum;1826;AN;lassberg-correspondent-0145;Schwab, Gustav;male;1792;Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker;8;Prof. Dr. theol. h.c.;48.7775,9.18;;;lassberg-place-0147;1826-07-12;;;;;;
lassberg-letter-1103;2129;Stuttgart;Ludwig Uhland;118625063;https://de.wikipedia.org/wiki/Ludwig_Uhland;;Marbach am Neckar;Schiller Nationalmuseum;1826;AN;lassberg-correspondent-0288;Uhland, Ludwig;male;1787;Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller;8;Dr.;48.7775,9.18;Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 72;https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1;lassberg-place-0147;1826-07-12;;;;;;
lassberg-letter-1104;552;Eppishausen;Ludwig Uhland;118625063;https://de.wikipedia.org/wiki/Ludwig_Uhland;109;Marbach am Neckar;Schiller Nationalmuseum;1826;VON;lassberg-correspondent-0288;Uhland, Ludwig;male;1787;Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller;8;Dr.;48.16666667,10.51666667;Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 73;https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1;lassberg-place-0043;1826-07-18;;;;;;
lassberg-letter-1105;553;Konstanz;Karl Egon III. zu Fürstenberg;118694154;https://de.wikipedia.org/wiki/Karl_Egon_III._zu_F%C3%BCrstenberg;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;1826;VON;lassberg-correspondent-0250;Fürstenberg, Karl Egon zu;male;1820;General;-;-;47.66666667,9.18333333;;;lassberg-place-0082;1826-08-04;;;;;;
lassberg-letter-1106;2130;Winterthur;Ulrich Hegner;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;;Winterthur;Stadtbibliothek;1826;AN;lassberg-correspondent-0353;Hegner, Ulrich;male;1759;Politiker,Arzt,Schriftsteller;10;-;47.49888889,8.72861111;;;lassberg-place-0163;1826-08-04;;;;;;
lassberg-letter-1107;554;Sigmaringen;Ludwig Uhland;118625063;https://de.wikipedia.org/wiki/Ludwig_Uhland;;Marbach am Neckar;Schiller Nationalmuseum;1826;VON;lassberg-correspondent-0288;Uhland, Ludwig;male;1787;Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller;8;Dr.;48.08666667,9.21638889;Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 75-78;https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1;lassberg-place-0136;1826-09-05;;;;;;
lassberg-letter-1108;555;Sigmaringen;Gustav Schwab;118762745;https://de.wikipedia.org/wiki/Gustav_Schwab;;Tübingen;Universitätsbibliothek;1826;VON;lassberg-correspondent-0145;Schwab, Gustav;male;1792;Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker;8;Prof. Dr. theol. h.c.;48.08666667,9.21638889;;;lassberg-place-0136;1826-09-13;;;;;;
lassberg-letter-1109;2131;Aarau;Johann Heinrich Tanner;1060060795;https://de.wikipedia.org/wiki/Johann_Heinrich_Tanner;;Aarau;Staatsarchiv;1826;AN;lassberg-correspondent-0201;Tanner, Johann Heinrich;male;1799;Textilhandel,Politiker;-;-;47.4,8.05;Eduard Vischer, Politik und Freundschaft. Der Briefwechsel des Freiherrn J. von Laßberg und K.R. Tanners in Auswahl. In: Argovia 60 (1948), S. 89-149, S. 109/t;https://www.e-periodica.ch/digbib/view?pid=arg-001%253A1948%253A60;lassberg-place-0001;1826-09-13;;;;;;
lassberg-letter-1110;556;Sigmaringen;Gustav Schwab;118762745;https://de.wikipedia.org/wiki/Gustav_Schwab;;Tübingen;Universitätsbibliothek;1826;VON;lassberg-correspondent-0145;Schwab, Gustav;male;1792;Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker;8;Prof. Dr. theol. h.c.;48.08666667,9.21638889;;;lassberg-place-0136;1826-09-14;;;;;;
lassberg-letter-1111;2132;Bern;Johann Rudolf Wyss;117349666;https://de.wikipedia.org/wiki/Johann_Rudolf_Wyss;;Bern;Burgerbibliothek;1826;AN;lassberg-correspondent-0215;Wyss, Johann Rudolf;male;1781;Schriftsteller,Philosoph;7;-;46.94805556,7.4475;;;lassberg-place-0020;1826-09-14;;;;;;
lassberg-letter-1112;2133;Freiburg i. Brsg;Johann Heinrich Nepomuk Schreiber;118610694;https://de.wikipedia.org/wiki/Heinrich_Schreiber_(Historiker);;Freiburg i.Br.;Universitätsbibliothek;1826;AN;lassberg-correspondent-0200;Schreiber, Heinrich;male;1793;Dozent,Hochschullehrer,Historiker,Schriftsteller,Bibliothekar,Publizist,Theologe;5;Prof. Dr. phil. Dr. theol. h.c.;-;;;lassberg-place-0050;1826-09-15;;;;;;
lassberg-letter-1113;2134;Stuttgart;Gustav Schwab;118762745;https://de.wikipedia.org/wiki/Gustav_Schwab;;Marbach am Neckar;Schiller Nationalmuseum;1826;AN;lassberg-correspondent-0145;Schwab, Gustav;male;1792;Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker;8;Prof. Dr. theol. h.c.;48.7775,9.18;;;lassberg-place-0147;1826-09-22;;;;;;
lassberg-letter-1114;557;Konstanz;Gustav Schwab;118762745;https://de.wikipedia.org/wiki/Gustav_Schwab;;Tübingen;Universitätsbibliothek;1826;VON;lassberg-correspondent-0145;Schwab, Gustav;male;1792;Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker;8;Prof. Dr. theol. h.c.;47.66666667,9.18333333;;;lassberg-place-0082;1826-10-04;;;;;;
lassberg-letter-1115;558;Konstanz;Ludwig Uhland;118625063;https://de.wikipedia.org/wiki/Ludwig_Uhland;;Marbach am Neckar;Schiller Nationalmuseum;1826;VON;lassberg-correspondent-0288;Uhland, Ludwig;male;1787;Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller;8;Dr.;47.66666667,9.18333333;Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 78;https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1;lassberg-place-0082;1826-10-04;;;;;;
lassberg-letter-1116;2135;Freiburg i. Brsg;Johann Heinrich Nepomuk Schreiber;118610694;https://de.wikipedia.org/wiki/Heinrich_Schreiber_(Historiker);;Freiburg i.Br.;Universitätsbibliothek;1826;AN;lassberg-correspondent-0200;Schreiber, Heinrich;male;1793;Dozent,Hochschullehrer,Historiker,Schriftsteller,Bibliothekar,Publizist,Theologe;5;Prof. Dr. phil. Dr. theol. h.c.;-;;;lassberg-place-0050;1826-10-07;;;;;;
lassberg-letter-1117;559;Eppishausen;Unbekannt;-;-;;Karlsruhe;Badische Landesbibliothek;1826;VON;lassberg-correspondent-0354;-;-;-;-;-;-;48.16666667,10.51666667;;;lassberg-place-0043;1826-10-12;;;;;;
lassberg-letter-1118;560;Eppishausen;Johann Heinrich Tanner;1060060795;https://de.wikipedia.org/wiki/Johann_Heinrich_Tanner;;Aarau;Staatsarchiv;1826;VON;lassberg-correspondent-0201;Tanner, Johann Heinrich;male;1799;Textilhandel,Politiker;-;-;48.16666667,10.51666667;Eduard Vischer, Politik und Freundschaft. Der Briefwechsel des Freiherrn J. von Laßberg und K.R. Tanners in Auswahl. In: Argovia 60 (1948), S. 89-149, S. 143/R;https://www.e-periodica.ch/digbib/view?pid=arg-001%253A1948%253A60;lassberg-place-0043;1826-10-13;;;;;;
lassberg-letter-1119;561;Eppishausen;Johann Rudolf Wyss;117349666;https://de.wikipedia.org/wiki/Johann_Rudolf_Wyss;;Bern;Burgerbibliothek;1826;VON;lassberg-correspondent-0215;Wyss, Johann Rudolf;male;1781;Schriftsteller,Philosoph;7;-;48.16666667,10.51666667;;;lassberg-place-0043;1826-10-13;;;;;;
lassberg-letter-1120;2136;Mühlheim;Nikolaus Leopold Enzberg;-;-;;Karlsruhe;Badische Landesbibliothek;1826;AN;lassberg-correspondent-0315;-;-;-;-;-;-;-;;;lassberg-place-0096;1826-10-20;;;;;;
lassberg-letter-1121;562;Eppishausen;Johann Heinrich Tanner;1060060795;https://de.wikipedia.org/wiki/Johann_Heinrich_Tanner;;Aarau;Staatsarchiv;1826;VON;lassberg-correspondent-0201;Tanner, Johann Heinrich;male;1799;Textilhandel,Politiker;-;-;48.16666667,10.51666667;Eduard Vischer, Politik und Freundschaft. Der Briefwechsel des Freiherrn J. von Laßberg und K.R. Tanners in Auswahl. In: Argovia 60 (1948), S. 89-149, S. 143/R;https://www.e-periodica.ch/digbib/view?pid=arg-001%253A1948%253A60;lassberg-place-0043;1826-10-24;;;;;;
lassberg-letter-1122;2137;Arenenberg;Philippe-François-Joseph Le Bas;130589365;https://de.wikipedia.org/wiki/Philippe-Fran%C3%A7ois-Joseph_Le_Bas;;Bern;Burgerbibliothek;1826;AN;lassberg-correspondent-0324;Le Bas, Philippe François Joseph;notKnown;1762;Politiker;1;-;47.67277778,9.05916667;;;lassberg-place-0009;1826-11-03;;;;;;
lassberg-letter-1123;2138;Aarau;Johann Heinrich Tanner;1060060795;https://de.wikipedia.org/wiki/Johann_Heinrich_Tanner;;Aarau;Staatsarchiv;1826;AN;lassberg-correspondent-0201;Tanner, Johann Heinrich;male;1799;Textilhandel,Politiker;-;-;47.4,8.05;Eduard Vischer, Politik und Freundschaft. Der Briefwechsel des Freiherrn J. von Laßberg und K.R. Tanners in Auswahl. In: Argovia 60 (1948), S. 89-149, S. 144/R;https://www.e-periodica.ch/digbib/view?pid=arg-001%253A1948%253A60;lassberg-place-0001;1826-11-04;;;;;;
lassberg-letter-1124;563;Eppishausen;Gustav Schwab;118762745;https://de.wikipedia.org/wiki/Gustav_Schwab;;Tübingen;Universitätsbibliothek;1826;VON;lassberg-correspondent-0145;Schwab, Gustav;male;1792;Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker;8;Prof. Dr. theol. h.c.;48.16666667,10.51666667;;;lassberg-place-0043;1826-11-05;;;;;;
lassberg-letter-1125;2139;Stuttgart;Gustav Schwab;118762745;https://de.wikipedia.org/wiki/Gustav_Schwab;;Marbach am Neckar;Schiller Nationalmuseum;1826;AN;lassberg-correspondent-0145;Schwab, Gustav;male;1792;Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker;8;Prof. Dr. theol. h.c.;48.7775,9.18;;;lassberg-place-0147;1826-11-12;;;;;;
lassberg-letter-1126;2140;Aarau;Johann Heinrich Tanner;1060060795;https://de.wikipedia.org/wiki/Johann_Heinrich_Tanner;;Aarau;Staatsarchiv;1826;AN;lassberg-correspondent-0201;Tanner, Johann Heinrich;male;1799;Textilhandel,Politiker;-;-;47.4,8.05;Eduard Vischer, Politik und Freundschaft. Der Briefwechsel des Freiherrn J. von Laßberg und K.R. Tanners in Auswahl. In: Argovia 60 (1948), S. 89-149, S. 144/R;https://www.e-periodica.ch/digbib/view?pid=arg-001%253A1948%253A60;lassberg-place-0001;1826-11-19;;;;;;
lassberg-letter-1127;2141;Freiburg i. Brsg;Johann Heinrich Nepomuk Schreiber;118610694;https://de.wikipedia.org/wiki/Heinrich_Schreiber_(Historiker);;Freiburg i.Br.;Universitätsbibliothek;1826;AN;lassberg-correspondent-0200;Schreiber, Heinrich;male;1793;Dozent,Hochschullehrer,Historiker,Schriftsteller,Bibliothekar,Publizist,Theologe;5;Prof. Dr. phil. Dr. theol. h.c.;-;;;lassberg-place-0050;1826-11-25;;;;;;
lassberg-letter-1128;564;Eppishausen;Gustav Schwab;118762745;https://de.wikipedia.org/wiki/Gustav_Schwab;315;Tübingen;Universitätsbibliothek;1826;VON;lassberg-correspondent-0145;Schwab, Gustav;male;1792;Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker;8;Prof. Dr. theol. h.c.;48.16666667,10.51666667;;;lassberg-place-0043;1826-12-01;;;;;;
lassberg-letter-1129;565;Konstanz;Jacob Grimm;118542257;https://de.wikipedia.org/wiki/Jacob_Grimm;321;Berlin;Staatsbibliothek Preussischer Kulturbesitz;1826;VON;lassberg-correspondent-0170;Grimm, Jacob;male;1785;Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer;6;Prof.;47.66666667,9.18333333;Albert Leitzmann, Briefe des Freiherrn Joseph von Laßberg an Jakob Grimm. In: Sitzungsberichte der Preußischen Akademie der Wissenschaften. Berlin 1931, S. 1026-1105, S. 1044;-;lassberg-place-0082;1826-12-10;;;;;;
lassberg-letter-1130;2142;Freiburg i. Brsg;Gesellschaft für Beförderung der Geschichtskunde zu Freiburg im Breisgau;64187-X;-;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;1826;AN;lassberg-correspondent-0141;Gesellschaft für Beförderung der Geschichtskunde;CorporateBody;-;-;-;-;-;;;lassberg-place-0050;1826-12-10;;;;;;
lassberg-letter-1131;566;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;322;Winterthur;Stadtbibliothek;1826;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 234;https://books.google.de/books?id=dXkKAAAAIAAJ;lassberg-place-0043;1826-12-12;;;;;;
lassberg-letter-1132;2143;Bischofszell;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;;Frauenfeld;Thurgauische Kantonsbibliothek;1826;AN;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;47.5,9.23333333;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 2;https://books.google.de/books?id=dXkKAAAAIAAJ;lassberg-place-0025;1826-12-12;;;;;;
lassberg-letter-1133;567;Eppishausen;Ildefons von Arx;116353740;https://de.wikipedia.org/wiki/Ildefons_von_Arx;326;St.Gallen;Stiftsbibliothek;1826;VON;lassberg-correspondent-0169;Arx, Ildefons von;male;1755;Mönch,Bibliothekar,Archivar,Geistlicher,Historiker,Domkapitular;-;-;48.16666667,10.51666667;;;lassberg-place-0043;1826-12-20;;;;;;
lassberg-letter-1134;2144;Bischofszell;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;;Karlsruhe;Badische Landesbibliothek;1826;AN;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;47.5,9.23333333;;;lassberg-place-0025;1826-12-23;;;;;;
lassberg-letter-1135;2145;Trogen (Appenzell Ausserrhoden);Johann Caspar Zellweger;116978813;https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger;;Winterthur;Stadtbibliothek;1826;AN;lassberg-correspondent-0193;Zellweger, Johann Caspar;male;1768;Kaufmann,Historiker;4;-;-;Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 84;https://books.google.de/books?id=KIHHQBvr1nkC;lassberg-place-0150;1826-12-30;;;;;;
lassberg-letter-1136;568;Eppishausen;Johann Caspar Zellweger;116978813;https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger;?;;;1827;VON;lassberg-correspondent-0193;Zellweger, Johann Caspar;male;1768;Kaufmann,Historiker;4;-;48.16666667,10.51666667;Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 86;https://books.google.de/books?id=KIHHQBvr1nkC;lassberg-place-0043;1827-01-01;;;;;;
lassberg-letter-1137;569;Unbekannt;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;5;Winterthur;Stadtbibliothek;1827;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;-;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 235;https://books.google.de/books?id=dXkKAAAAIAAJ;lassberg-place-0152;1827-01-05;;;;;;
lassberg-letter-1138;2147;Bischofszell;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;;Frauenfeld;Thurgauische Kantonsbibliothek;1827;AN;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;47.5,9.23333333;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 16 (1888), S.  1-32 und 97-154, S. 4;https://books.google.de/books?id=XWY5AAAAMAAJ;lassberg-place-0025;1827-01-08;;;;;;
lassberg-letter-1139;2148;Bern;Johann Rudolf Wyss;117349666;https://de.wikipedia.org/wiki/Johann_Rudolf_Wyss;;Bern;Burgerbibliothek;1827;AN;lassberg-correspondent-0215;Wyss, Johann Rudolf;male;1781;Schriftsteller,Philosoph;7;-;46.94805556,7.4475;;;lassberg-place-0020;1827-01-12;;;;;;
lassberg-letter-1140;2149;Stuttgart;Ludwig Uhland;118625063;https://de.wikipedia.org/wiki/Ludwig_Uhland;;Marbach am Neckar;Schiller Nationalmuseum;1827;AN;lassberg-correspondent-0288;Uhland, Ludwig;male;1787;Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller;8;Dr.;48.7775,9.18;Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 8;https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1;lassberg-place-0147;1827-01-19;;;;;;
lassberg-letter-1141;570;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;28;Winterthur;Stadtbibliothek;1827;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 235;https://books.google.de/books?id=dXkKAAAAIAAJ;lassberg-place-0043;1827-02-03;;;;;;
lassberg-letter-1142;2150;Bischofszell;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;;Donaueschingen;Fürstlich Fürstenbergisches Archiv;1827;AN;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;47.5,9.23333333;Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. Aufsätze zu seinem 100. Todestag. Stuttgart 1955, S. 22;-;lassberg-place-0025;1827-02-03;;;;;;
lassberg-letter-1143;571;Eppishausen;Ludwig Uhland;118625063;https://de.wikipedia.org/wiki/Ludwig_Uhland;29;Marbach am Neckar;Schiller Nationalmuseum;1827;VON;lassberg-correspondent-0288;Uhland, Ludwig;male;1787;Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller;8;Dr.;48.16666667,10.51666667;Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 82-90;https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1;lassberg-place-0043;1827-02-05;;;;;;
lassberg-letter-1144;2151;Kassel;Jacob Grimm;118542257;https://de.wikipedia.org/wiki/Jacob_Grimm;;Krakau;Jagiellonische Bibliothek;1827;AN;lassberg-correspondent-0170;Grimm, Jacob;male;1785;Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer;6;Prof.;51.3158,9.4979;Franz Pfeiffer, Zur Geschichte der deutschen Philologie. Briefe an Joseph Freiherrn von Laßberg. Postum hg. von Joseph Maria Wagner. In: Germania 13 (1868), S. 118-27, 244-49, 365-84 und 487-508, S. 248;https://upload.wikimedia.org/wikipedia/commons/a/a8/Germania_13_1868.pdf;lassberg-place-0075;1827-02-07;;;;;;
lassberg-letter-1145;2152;Stuttgart;Gustav Schwab;118762745;https://de.wikipedia.org/wiki/Gustav_Schwab;;Marbach am Neckar;Schiller Nationalmuseum;1827;AN;lassberg-correspondent-0145;Schwab, Gustav;male;1792;Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker;8;Prof. Dr. theol. h.c.;48.7775,9.18;;;lassberg-place-0147;1827-02-16;;;;;;
lassberg-letter-1146;2153;Bischofszell;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;;Frauenfeld;Thurgauische Kantonsbibliothek;1827;AN;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;47.5,9.23333333;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 16 (1888), S.  1-32 und 97-154, S. 4;https://books.google.de/books?id=XWY5AAAAMAAJ;lassberg-place-0025;1827-02-23;;;;;;
lassberg-letter-1147;2154;Aarau;Johann Heinrich Tanner;1060060795;https://de.wikipedia.org/wiki/Johann_Heinrich_Tanner;;Aarau;Staatsarchiv;1827;AN;lassberg-correspondent-0201;Tanner, Johann Heinrich;male;1799;Textilhandel,Politiker;-;-;47.4,8.05;Eduard Vischer, Politik und Freundschaft. Der Briefwechsel des Freiherrn J. von Laßberg und K.R. Tanners in Auswahl. In: Argovia 60 (1948), S. 89-149, S. 144/R;https://www.e-periodica.ch/digbib/view?pid=arg-001%253A1948%253A60;lassberg-place-0001;1827-02-27;;;;;;
lassberg-letter-1148;572;Eppishausen;Ludwig Uhland;118625063;https://de.wikipedia.org/wiki/Ludwig_Uhland;38;Marbach am Neckar;Schiller Nationalmuseum;1827;VON;lassberg-correspondent-0288;Uhland, Ludwig;male;1787;Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller;8;Dr.;48.16666667,10.51666667;Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 9;https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1;lassberg-place-0043;1827-02-28;;;;;;
lassberg-letter-1149;573;Eppishausen;Gustav Schwab;118762745;https://de.wikipedia.org/wiki/Gustav_Schwab;39;Tübingen;Universitätsbibliothek;1827;VON;lassberg-correspondent-0145;Schwab, Gustav;male;1792;Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker;8;Prof. Dr. theol. h.c.;48.16666667,10.51666667;;;lassberg-place-0043;1827-02-28;;;;;;
lassberg-letter-1150;2155;Stein;Melchior Kirchhofer;118842528;https://de.wikipedia.org/wiki/Melchior_Kirchhofer;;Freiburg i.Br.;Universitätsbibliothek;1827;AN;lassberg-correspondent-0307;Kirchhofer, Melchior;male;1775;Pfarrer,Evangelischer Theologe,Kirchenhistoriker;8;-;-;;;lassberg-place-0144;1827-02-28;;;;;;
lassberg-letter-1151;2156;Bischofszell;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;;Frauenfeld;Thurgauische Kantonsbibliothek;1827;AN;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;47.5,9.23333333;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 16 (1888), S.  1-32 und 97-154, S. 5;https://books.google.de/books?id=XWY5AAAAMAAJ;lassberg-place-0025;1827-03-01;;;;;;
lassberg-letter-1152;2157;Berlin;Karl Hartwig Gregor von Meusebach;118733230;https://de.wikipedia.org/wiki/Karl_Hartwig_Gregor_von_Meusebach;;Berlin;Staatsbibliothek Preussischer Kulturbesitz;1827;AN;lassberg-correspondent-0256;Meusebach, Karl Hartwig Gregor von;male;1781;Literarhistoriker,Germanist,Bibliophiler,Jurist;3;-;52.52,13.405;;;lassberg-place-0022;1827-03-02;;;;;;
