Nummer,Datum,Ort,Name_voll,GND,Wiki,Journalnummer,Aufbewahrungsort,Aufbewahrungsinstitution,Jahr,VON/AN,person_id,name_gnd,gender_gnd,birth_gnd,occupations_gnd,publications_gnd,degrees_gnd,coordinates_wiki,text,url,place_id
1281,29.11.,Meersburg,Adelbert von Keller,118831216,https://de.wikipedia.org/wiki/Adelbert_von_Keller,187,Krakau,Jagiellonische Bibliothek,1845,VON,lassberg-correspondent-0002,"Keller, Adelbert von",male,1812,"Romanist,Linguist,Germanist,Philologe,Bibliothekar",9,Prof. Dr.,"47.7,9.26666667",,,lassberg-place-0101
1282,18.12.,Meersburg,Johann Leonhard Hug,118707884,https://de.wikipedia.org/wiki/Johann_Leonhard_Hug,203,Karlsruhe,Badische Landesbibliothek,1845,VON,lassberg-correspondent-0206,"Hug, Johann Leonhard",male,1765,"Katholischer Theologe,Orientalist,Alttestamentler,Hochschullehrer,Priester",9,Prof. Dr. theol.,"47.7,9.26666667",,,lassberg-place-0101
1283,25.12.,Meersburg,Johann Leonhard Hug,118707884,https://de.wikipedia.org/wiki/Johann_Leonhard_Hug,210,Karlsruhe,Badische Landesbibliothek,1845,VON,lassberg-correspondent-0206,"Hug, Johann Leonhard",male,1765,"Katholischer Theologe,Orientalist,Alttestamentler,Hochschullehrer,Priester",9,Prof. Dr. theol.,"47.7,9.26666667",,,lassberg-place-0101
1284,09.01.,Meersburg,Karl Egon III. zu FÃƒÂ¼rstenberg,118694154,https://de.wikipedia.org/wiki/Karl_Egon_III._zu_F%C3%BCrstenberg,4,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1846,VON,lassberg-correspondent-0250,"FÃƒÂ¼rstenberg, Karl Egon zu",male,1820,General,-,-,"47.7,9.26666667",,,lassberg-place-0101
1285,13.01.,Meersburg,Johann Caspar Zellweger,116978813,https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger,7,Trogen,Kantonsbibliothek Appenzell A.Rh.,1846,VON,lassberg-correspondent-0193,"Zellweger, Johann Caspar",male,1768,"Kaufmann,Historiker",4,-,"47.7,9.26666667","Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 187",https://books.google.de/books?id=KIHHQBvr1nkC,lassberg-place-0101
1286,17.01.,Meersburg,Karl Egon III. zu FÃƒÂ¼rstenberg,118694154,https://de.wikipedia.org/wiki/Karl_Egon_III._zu_F%C3%BCrstenberg,9,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1846,VON,lassberg-correspondent-0250,"FÃƒÂ¼rstenberg, Karl Egon zu",male,1820,General,-,-,"47.7,9.26666667",,,lassberg-place-0101
1287,18.01.,Meersburg,Johann Leonhard Hug,118707884,https://de.wikipedia.org/wiki/Johann_Leonhard_Hug,8,Karlsruhe,Badische Landesbibliothek,1846,VON,lassberg-correspondent-0206,"Hug, Johann Leonhard",male,1765,"Katholischer Theologe,Orientalist,Alttestamentler,Hochschullehrer,Priester",9,Prof. Dr. theol.,"47.7,9.26666667",,,lassberg-place-0101
1288,19.01.,Meersburg,Karl Egon III. zu FÃƒÂ¼rstenberg,118694154,https://de.wikipedia.org/wiki/Karl_Egon_III._zu_F%C3%BCrstenberg,10,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1846,VON,lassberg-correspondent-0250,"FÃƒÂ¼rstenberg, Karl Egon zu",male,1820,General,-,-,"47.7,9.26666667",,,lassberg-place-0101
1289,26.01.,Meersburg,Johann Leonhard Hug,118707884,https://de.wikipedia.org/wiki/Johann_Leonhard_Hug,18,Karlsruhe,Badische Landesbibliothek,1846,VON,lassberg-correspondent-0206,"Hug, Johann Leonhard",male,1765,"Katholischer Theologe,Orientalist,Alttestamentler,Hochschullehrer,Priester",9,Prof. Dr. theol.,"47.7,9.26666667",,,lassberg-place-0101
1290,30.01.,Meersburg,Gallus Morel,117143308,https://en.wikipedia.org/wiki/Gall_Morel,21,Einsiedeln,Stiftsbibliothek,1846,VON,lassberg-correspondent-0130,"Morel, Gallus",male,1803,"Katholischer Theologe,Bibliothekar,Philologe",3,-,"47.7,9.26666667",,,lassberg-place-0101
1291,02.02.,Meersburg,Franz Viktor Pfeiffer,118740776,https://de.wikipedia.org/wiki/Franz_Pfeiffer_(Germanist),25,Stuttgart,WÃƒÂ¼rttembergische Landesbibliothek,1846,VON,lassberg-correspondent-0109,"Pfeiffer, Franz",male,1815,"Philologe,Germanist,Bibliothekar,Literaturwissenschaftler",9,Prof. Dr.,"47.7,9.26666667","Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von LaÃƒÅ¸berg und Ludwig Uhland. Wien 1870, S. 297",https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1,lassberg-place-0101
1292,04.02.,Meersburg,Jacob Grimm,118542257,https://de.wikipedia.org/wiki/Jacob_Grimm,26,Karlsruhe,Badische Landesbibliothek,1846,VON,lassberg-correspondent-0170,"Grimm, Jacob",male,1785,"Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer",6,Prof.,"47.7,9.26666667","Karl Schulte Kemminghausen. Nachtrag zum Briefwechsel zwischen Jakob Grimm und Joseph von LaÃƒÅ¸berg. In: Sitzungsberichte der PreuÃƒÅ¸ischen Akademie der Wissenschaften. Berlin 1933, S. 754-87, S. 775",-,lassberg-place-0101
1293,10.02.,Meersburg,Karl Egon III. zu FÃƒÂ¼rstenberg,118694154,https://de.wikipedia.org/wiki/Karl_Egon_III._zu_F%C3%BCrstenberg,28,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1846,VON,lassberg-correspondent-0250,"FÃƒÂ¼rstenberg, Karl Egon zu",male,1820,General,-,-,"47.7,9.26666667",,,lassberg-place-0101
1294,16.02.,Meersburg,Karl Egon III. zu FÃƒÂ¼rstenberg,118694154,https://de.wikipedia.org/wiki/Karl_Egon_III._zu_F%C3%BCrstenberg,32,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1846,VON,lassberg-correspondent-0250,"FÃƒÂ¼rstenberg, Karl Egon zu",male,1820,General,-,-,"47.7,9.26666667",,,lassberg-place-0101
1295,31.03.,Meersburg,Adelbert von Keller,118831216,https://de.wikipedia.org/wiki/Adelbert_von_Keller,57,Krakau,Jagiellonische Bibliothek,1846,VON,lassberg-correspondent-0002,"Keller, Adelbert von",male,1812,"Romanist,Linguist,Germanist,Philologe,Bibliothekar",9,Prof. Dr.,"47.7,9.26666667",,,lassberg-place-0101
1296,21.04.,Meersburg,Lorenz Oken,118589717,https://de.wikipedia.org/wiki/Lorenz_Oken,64,MÃƒÂ¼nchen,Bayerische Staatsbibliothek,1846,VON,lassberg-correspondent-0278,"Oken, Lorenz",male,1779,"Physiologe,Philosoph,Zoologe,Hochschullehrer,Naturwissenschaftler",10,Prof. Dr.,"47.7,9.26666667","Alexander Ecker, Lorenz Oken. Eine biographische Skizze. Stuttgart 1880, S. 168",https://books.google.de/books?id=vLmIVC1bGZ4C,lassberg-place-0101
1297,-,Unbekannt,Johann Caspar von Orelli,118787179,https://de.wikipedia.org/wiki/Johann_Caspar_von_Orelli,66,ZÃƒÂ¼rich,Zentralbibliothek,1846,VON,lassberg-correspondent-0192,"Orelli, Johann Kaspar von",male,1787,"Schriftsteller,Theologe,Klassischer Philologe,Pfarrer",5,Prof.,-,,,lassberg-place-0152
1298,04.05.,Meersburg,Friedrich Carl von und zu Brenken,116484985,https://de.wikipedia.org/wiki/Friedrich_Carl_von_und_zu_Brenken,77,Erpernburg,Archiv der Freiherren von und zu Brenken,1846,VON,lassberg-correspondent-0113,"Brenken, Friedrich Karl Dominik von und zu",male,1790,Politiker,-,-,"47.7,9.26666667","Alfred Cohausz, Der Schwager der Annette von Droste. 20 unbekannte Briefe des Reichsfreiherrn Joseph von Laszberg aus den Jahren 1814 (richtig: 1817)-1849. In: WZ 95 (1939), S. 45-87, S. 69",https://www.lwl.org/westfaelische-geschichte/txt/wz-9716.pdf,lassberg-place-0101
1299,11.05.,Meersburg,Adelbert von Keller,118831216,https://de.wikipedia.org/wiki/Adelbert_von_Keller,84,TÃƒÂ¼bingen,UniversitÃƒÂ¤tsbibliothek,1846,VON,lassberg-correspondent-0002,"Keller, Adelbert von",male,1812,"Romanist,Linguist,Germanist,Philologe,Bibliothekar",9,Prof. Dr.,"47.7,9.26666667",,,lassberg-place-0101
1300,27.06.,ÃƒÅ“berlingen,Josef von Bergmann,116133147,https://de.wikipedia.org/wiki/Josef_von_Bergmann,101,Feldkirch,Bundesgymnasium,1846,VON,lassberg-correspondent-0223,"Bergmann, Joseph",male,1796,"Historiker,Numismatiker,Genealoge",4,-,"47.76666667,9.165",,,lassberg-place-0007
1301,10.07.,ÃƒÅ“berlingen,Johann Caspar Zellweger,116978813,https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger,113,Trogen,Kantonsbibliothek Appenzell A.Rh.,1846,VON,lassberg-correspondent-0193,"Zellweger, Johann Caspar",male,1768,"Kaufmann,Historiker",4,-,"47.76666667,9.165",,,lassberg-place-0007
1302,29.07.,Meersburg,William Bone,-,-,126,New York,Pierpont-Morgan-Library,1846,VON,lassberg-correspondent-0368,-,-,-,-,-,-,"47.7,9.26666667","Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. AufsÃƒÂ¤tze zu seinem 100. Todestag. Stuttgart 1955, S. 79",-,lassberg-place-0101
1303,04.09.,Meersburg,Ferdinand Keller,100732917,https://de.wikipedia.org/wiki/Ferdinand_Keller_(Altertumsforscher),148,ZÃƒÂ¼rich,Landesmuseum,1846,VON,lassberg-correspondent-0087,"Keller, Ferdinand",male,1800,"ArchÃƒÂ¤ologe,PrÃƒÂ¤historiker",10,Dr. phil. h.c.,"47.7,9.26666667","Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. AufsÃƒÂ¤tze zu seinem 100. Todestag. Stuttgart 1955, S. 274",-,lassberg-place-0101
1304,12.09.,Meersburg,Ferdinand Keller,100732917,https://de.wikipedia.org/wiki/Ferdinand_Keller_(Altertumsforscher),152,ZÃƒÂ¼rich,Landesmuseum,1846,VON,lassberg-correspondent-0087,"Keller, Ferdinand",male,1800,"ArchÃƒÂ¤ologe,PrÃƒÂ¤historiker",10,Dr. phil. h.c.,"47.7,9.26666667","Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. AufsÃƒÂ¤tze zu seinem 100. Todestag. Stuttgart 1955, S. 277",-,lassberg-place-0101
1305,21.09.,Meersburg,Ferdinand Keller,100732917,https://de.wikipedia.org/wiki/Ferdinand_Keller_(Altertumsforscher),158,ZÃƒÂ¼rich,Landesmuseum,1846,VON,lassberg-correspondent-0087,"Keller, Ferdinand",male,1800,"ArchÃƒÂ¤ologe,PrÃƒÂ¤historiker",10,Dr. phil. h.c.,"47.7,9.26666667","Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. AufsÃƒÂ¤tze zu seinem 100. Todestag. Stuttgart 1955, S. 278",-,lassberg-place-0101
1306,26.09.,Meersburg,Karl Pfaff,116140410,https://de.wikipedia.org/wiki/Karl_Pfaff_(P%C3%A4dagoge),164,Stuttgart,WÃƒÂ¼rttembergische Landesbibliothek,1846,VON,lassberg-correspondent-0263,"Pfaff, Karl",male,1795,"Gymnasiallehrer,Historiker,SÃƒÂ¤nger,Kirchenhistoriker",12,Dr. phil.,"47.7,9.26666667",,,lassberg-place-0101
1307,16.11.,Meersburg,Christoph Friedrich von StÃƒÂ¤lin,117202797,https://de.wikipedia.org/wiki/Christoph_Friedrich_von_St%C3%A4lin,189,Stuttgart,WÃƒÂ¼rttembergische Landesbibliothek,1846,VON,lassberg-correspondent-0067,"StÃƒÂ¤lin, Christoph Friedrich von",male,1805,"Historiker,Bibliothekar",3,-,"47.7,9.26666667",,,lassberg-place-0101
1308,21.11.,Meersburg,Ferdinand Keller,100732917,https://de.wikipedia.org/wiki/Ferdinand_Keller_(Altertumsforscher),190,ZÃƒÂ¼rich,Landesmuseum,1846,VON,lassberg-correspondent-0087,"Keller, Ferdinand",male,1800,"ArchÃƒÂ¤ologe,PrÃƒÂ¤historiker",10,Dr. phil. h.c.,"47.7,9.26666667","Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. AufsÃƒÂ¤tze zu seinem 100. Todestag. Stuttgart 1955, S. 279",-,lassberg-place-0101
1309,28.11.,Meersburg,Christoph Friedrich von StÃƒÂ¤lin,117202797,https://de.wikipedia.org/wiki/Christoph_Friedrich_von_St%C3%A4lin,192,Stuttgart,WÃƒÂ¼rttembergische Landesbibliothek,1846,VON,lassberg-correspondent-0067,"StÃƒÂ¤lin, Christoph Friedrich von",male,1805,"Historiker,Bibliothekar",3,-,"47.7,9.26666667",,,lassberg-place-0101
1310,04.12.,Meersburg,Ludwig Schmid,117502189,https://de.wikipedia.org/wiki/Ludwig_Schmid_(Historiker),196,Stuttgart,WÃƒÂ¼rttembergische Landesbibliothek,1846,VON,lassberg-correspondent-0286,"Schmid, Ludwig",male,1811,"Historiker,Lehrer",10,-,"47.7,9.26666667",,,lassberg-place-0101
1311,26.12.,Meersburg,Ferdinand Keller,100732917,https://de.wikipedia.org/wiki/Ferdinand_Keller_(Altertumsforscher),207,ZÃƒÂ¼rich,Landesmuseum,1846,VON,lassberg-correspondent-0087,"Keller, Ferdinand",male,1800,"ArchÃƒÂ¤ologe,PrÃƒÂ¤historiker",10,Dr. phil. h.c.,"47.7,9.26666667","Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. AufsÃƒÂ¤tze zu seinem 100. Todestag. Stuttgart 1955, S. 281",-,lassberg-place-0101
1312,12.01.,Meersburg,Christoph Friedrich von StÃƒÂ¤lin,117202797,https://de.wikipedia.org/wiki/Christoph_Friedrich_von_St%C3%A4lin,1,Stuttgart,WÃƒÂ¼rttembergische Landesbibliothek,1847,VON,lassberg-correspondent-0067,"StÃƒÂ¤lin, Christoph Friedrich von",male,1805,"Historiker,Bibliothekar",3,-,"47.7,9.26666667",,,lassberg-place-0101
1313,25.02.,Meersburg,Gerold Ludwig Meyer von Knonau,100372724,https://de.wikipedia.org/wiki/Gerold_Meyer_von_Knonau_(Archivar),14,ZÃƒÂ¼rich,Zentralbibliothek,1847,VON,lassberg-correspondent-0140,"Meyer von Knonau, Gerold Ludwig",male,1804,"Archivar,Geograf,Historiker",10,-,"47.7,9.26666667","Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. AufsÃƒÂ¤tze zu seinem 100. Todestag. Stuttgart 1955, S. 247",-,lassberg-place-0101
1314,04.03.,Meersburg,Franz Josef Mone,118861476,https://de.wikipedia.org/wiki/Franz_Josef_Mone,15,Heidelberg,UniversitÃƒÂ¤tsbibliothek,1847,VON,lassberg-correspondent-0100,"Mone, Franz Joseph",male,1796,"Archivar,Germanist,Historiker",9,Prof. Dr. phil.,"47.7,9.26666667","Max Freiherr von Waldberg, Briefe von Jacob und Wilhelm Grimm, Karl Lachmann, Creuzer und Joseph von Lassberg an F.J. Mone. In: Neue Heidelberger JahrbÃƒÂ¼cher 7 (1897), S. 68-94 und 225-60. Betr. Lassberg 237-60, S. 248",https://digi.ub.uni-heidelberg.de/diglit/hdjb1897,lassberg-place-0101
1315,11.03.,Meersburg,Franz Josef Mone,118861476,https://de.wikipedia.org/wiki/Franz_Josef_Mone,19,Heidelberg,UniversitÃƒÂ¤tsbibliothek,1847,VON,lassberg-correspondent-0100,"Mone, Franz Joseph",male,1796,"Archivar,Germanist,Historiker",9,Prof. Dr. phil.,"47.7,9.26666667","Max Freiherr von Waldberg, Briefe von Jacob und Wilhelm Grimm, Karl Lachmann, Creuzer und Joseph von Lassberg an F.J. Mone. In: Neue Heidelberger JahrbÃƒÂ¼cher 7 (1897), S. 68-94 und 225-60. Betr. Lassberg 237-60, S. 249",https://digi.ub.uni-heidelberg.de/diglit/hdjb1897,lassberg-place-0101
1316,28.03.,Meersburg,Jakob Oberndorfer,1053490984,-,79,Dortmund,Stadt- und Landesbibliothek,1847,VON,lassberg-correspondent-0174,"Oberndorfer, Jakob",notKnown,-,-,-,-,"47.7,9.26666667",,,lassberg-place-0101
1317,29.03.,Meersburg,Gallus Morel,117143308,https://en.wikipedia.org/wiki/Gall_Morel,29,Einsiedeln,Stiftsbibliothek,1847,VON,lassberg-correspondent-0130,"Morel, Gallus",male,1803,"Katholischer Theologe,Bibliothekar,Philologe",3,-,"47.7,9.26666667",,,lassberg-place-0101
1318,03.05.,Meersburg,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,41,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1847,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"47.7,9.26666667",,,lassberg-place-0101
1319,04.05.,Meersburg,Karl Egon III. zu FÃƒÂ¼rstenberg,118694154,https://de.wikipedia.org/wiki/Karl_Egon_III._zu_F%C3%BCrstenberg,44,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1847,VON,lassberg-correspondent-0250,"FÃƒÂ¼rstenberg, Karl Egon zu",male,1820,General,-,-,"47.7,9.26666667",,,lassberg-place-0101
1320,06.05.,Meersburg,Friedrich Carl von und zu Brenken,116484985,https://de.wikipedia.org/wiki/Friedrich_Carl_von_und_zu_Brenken,45,Erpernburg,Archiv der Freiherren von und zu Brenken,1847,VON,lassberg-correspondent-0113,"Brenken, Friedrich Karl Dominik von und zu",male,1790,Politiker,-,-,"47.7,9.26666667","Alfred Cohausz, Der Schwager der Annette von Droste. 20 unbekannte Briefe des Reichsfreiherrn Joseph von Laszberg aus den Jahren 1814 (richtig: 1817)-1849. In: WZ 95 (1939), S. 45-87, S. 7",https://www.lwl.org/westfaelische-geschichte/txt/wz-9716.pdf,lassberg-place-0101
1321,10.05.,Meersburg,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,47,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1847,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"47.7,9.26666667","Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von LaÃƒÅ¸berg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 14",https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104,lassberg-place-0101
1322,15.05.,Meersburg,Friedrich Carl von und zu Brenken,116484985,https://de.wikipedia.org/wiki/Friedrich_Carl_von_und_zu_Brenken,49,Erpernburg,Archiv der Freiherren von und zu Brenken,1847,VON,lassberg-correspondent-0113,"Brenken, Friedrich Karl Dominik von und zu",male,1790,Politiker,-,-,"47.7,9.26666667","Alfred Cohausz, Der Schwager der Annette von Droste. 20 unbekannte Briefe des Reichsfreiherrn Joseph von Laszberg aus den Jahren 1814 (richtig: 1817)-1849. In: WZ 95 (1939), S. 45-87, S. 73",https://www.lwl.org/westfaelische-geschichte/txt/wz-9716.pdf,lassberg-place-0101
1323,07.06.,Meersburg,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,58,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1847,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"47.7,9.26666667","Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von LaÃƒÅ¸berg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 15",https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104,lassberg-place-0101
1324,14.06.,Meersburg,Johann Caspar Zellweger,116978813,https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger,63,Trogen,Kantonsbibliothek Appenzell A.Rh.,1847,VON,lassberg-correspondent-0193,"Zellweger, Johann Caspar",male,1768,"Kaufmann,Historiker",4,-,"47.7,9.26666667","Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 191",https://books.google.de/books?id=KIHHQBvr1nkC,lassberg-place-0101
1325,19.06.,Meersburg,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,70,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1847,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"47.7,9.26666667",,,lassberg-place-0101
1326,26.06.,Meersburg,Badisches Bezirksamt Meersburg,-,https://de.wikipedia.org/wiki/Bezirksamt_Meersburg,75,Karlsruhe,Badische Landesbibliothek,1847,VON,lassberg-correspondent-0035,-,-,-,-,-,-,"47.7,9.26666667",,,lassberg-place-0101
1327,01.07.,Unbekannt,Johann Caspar Zellweger,116978813,https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger,179,Trogen,Kantonsbibliothek Appenzell A.Rh.,1847,VON,lassberg-correspondent-0193,"Zellweger, Johann Caspar",male,1768,"Kaufmann,Historiker",4,-,-,"Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 194",https://books.google.de/books?id=KIHHQBvr1nkC,lassberg-place-0152
1328,04.08.,Meersburg,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,92,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1847,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"47.7,9.26666667","Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von LaÃƒÅ¸berg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 17-20",https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104,lassberg-place-0101
1329,09.08.,Meersburg,Jacob Grimm,118542257,https://de.wikipedia.org/wiki/Jacob_Grimm,95,Berlin,Staatsbibliothek Preussischer Kulturbesitz,1847,VON,lassberg-correspondent-0170,"Grimm, Jacob",male,1785,"Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer",6,Prof.,"47.7,9.26666667","Albert Leitzmann, Briefe des Freiherrn Joseph von LaÃƒÅ¸berg an Jakob Grimm. In: Sitzungsberichte der PreuÃƒÅ¸ischen Akademie der Wissenschaften. Berlin 1931, S. 1026-1105, S. 1098",-,lassberg-place-0101
1330,16.08.,Meersburg,Franz Josef Mone,118861476,https://de.wikipedia.org/wiki/Franz_Josef_Mone,103,Heidelberg,UniversitÃƒÂ¤tsbibliothek,1847,VON,lassberg-correspondent-0100,"Mone, Franz Joseph",male,1796,"Archivar,Germanist,Historiker",9,Prof. Dr. phil.,"47.7,9.26666667","Max Freiherr von Waldberg, Briefe von Jacob und Wilhelm Grimm, Karl Lachmann, Creuzer und Joseph von Lassberg an F.J. Mone. In: Neue Heidelberger JahrbÃƒÂ¼cher 7 (1897), S. 68-94 und 225-60. Betr. Lassberg 237-60, S. 25",https://digi.ub.uni-heidelberg.de/diglit/hdjb1897,lassberg-place-0101
1331,-,Unbekannt,Traugott MÃƒÂ¤rcker,100838995,https://de.wikipedia.org/wiki/Traugott_M%C3%A4rcker,105,Karlsruhe,Badische Landesbibliothek,1847,VON,lassberg-correspondent-0352,"MÃƒÂ¤rcker, Traugott",male,1811,"Redakteur,Archivar,Historiker",-,-,-,,,lassberg-place-0152
1332,25.08.,Meersburg,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,111,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1847,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"47.7,9.26666667","Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von LaÃƒÅ¸berg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 2",https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104,lassberg-place-0101
1333,10.09.,Meersburg,Franz Simon von Pfaffenhofen,1019684615,https://de.wikipedia.org/wiki/Franz_Simon_von_Pfaffenhofen,119,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1847,VON,lassberg-correspondent-0108,"Pfaffenhofen, Franz Simon von",male,1797,"Beamter,Kunstsammler,Museumsdirektor,Numismatiker,Freiherr,Kunsthistoriker",-,-,"47.7,9.26666667","Joseph Ludolph Wohleb, Der ÃƒÅ“bergang der Sammlungen Joseph von LaÃƒÅ¸bergs an das Haus FÃƒÂ¼rstenberg. In: ZGO 97 (1949), S. 229-47, S. 233/t",-,lassberg-place-0101
1334,-,Unbekannt,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,122,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1847,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,-,,,lassberg-place-0152
1335,15.09.,Meersburg,Karl Egon III. zu FÃƒÂ¼rstenberg,118694154,https://de.wikipedia.org/wiki/Karl_Egon_III._zu_F%C3%BCrstenberg,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1847,VON,lassberg-correspondent-0250,"FÃƒÂ¼rstenberg, Karl Egon zu",male,1820,General,-,-,"47.7,9.26666667",,,lassberg-place-0101
1336,14.10.,Meersburg,Franz Josef Mone,118861476,https://de.wikipedia.org/wiki/Franz_Josef_Mone,133,Heidelberg,UniversitÃƒÂ¤tsbibliothek,1847,VON,lassberg-correspondent-0100,"Mone, Franz Joseph",male,1796,"Archivar,Germanist,Historiker",9,Prof. Dr. phil.,"47.7,9.26666667","Max Freiherr von Waldberg, Briefe von Jacob und Wilhelm Grimm, Karl Lachmann, Creuzer und Joseph von Lassberg an F.J. Mone. In: Neue Heidelberger JahrbÃƒÂ¼cher 7 (1897), S. 68-94 und 225-60. Betr. Lassberg 237-60, S. 252",https://digi.ub.uni-heidelberg.de/diglit/hdjb1897,lassberg-place-0101
1337,20.10.,Unbekannt,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1847,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,-,"Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von LaÃƒÅ¸berg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 24",https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104,lassberg-place-0152
